row,resid,question,original_response,nan_reason
27,29c51f6b-cb36-42f4-938b-c44a3856b956,Q7,,Left blank / originally empty
28,(I get anxious and nervous sometimes,Q7,,Left blank / originally empty
29,(I'm not entirely comfortable speaking up in group discussions,Q7,,Left blank / originally empty
1,(I experience communication apprehension),Q8,,Left blank / originally empty
2,(I consider myself somewhat calm and relaxed in conversations,Q8,,Left blank / originally empty
3,4fb7a95f-1515-48bd-b722-01cf585b20bc,Q8,,Left blank / originally empty
4,I like making friends and being around people,Q8,,Left blank / originally empty
6,(Note: I selected this option because while I am not typically hesitant to speak up in conversations,Q8,,Left blank / originally empty
7,(Note: I'll explain my reasoning below),Q8,,Left blank / originally empty
8,I chose option 68 because I'm someone who can be a bit reserved or introverted,Q8,,Left blank / originally empty
9,15dc14c0-2b01-4707-ab08-513113271c0d,Q8,,Left blank / originally empty
10,(I struggle a bit to make friends,Q8,,Left blank / originally empty
11,5fd4e1b1-5f11-4a98-8b1f-10e603939a5c,Q8,,Left blank / originally empty
12,(I often find myself struggling to contribute during group discussions due to shyness or feeling overwhelmed,Q8,,Left blank / originally empty
13,(I sometimes get nervous and tense when engaging in group discussions with new people),Q8,,Left blank / originally empty
14,(This response suggests that you are somewhat relaxed when conversing with new people,Q8,,Left blank / originally empty
15,(I'm not too comfortable speaking up in conversations,Q8,,Left blank / originally empty
16,5125daeb-6a49-4269-b67a-77b6b89269dd,Q8,,Left blank / originally empty
17,(Note: I chose this option because it reflects that participating in group discussions is not a significant aspect of my life,Q8,,Left blank / originally empty
18,31c4b532-8c2b-4b0b-8571-ed7bb11dcec8,Q8,,Left blank / originally empty
19,I struggle with communication apprehension and often find it difficult to contribute in group discussions,Q8,,Left blank / originally empty
20,6630f1a3-6b90-48db-8d24-3772a4e980f2,Q8,,Left blank / originally empty
21,( Engaging in a group discussion with new people makes me tense and nervous ),Q8,,Left blank / originally empty
22,This response reflects my mixed feelings about being nervous when speaking with new acquaintances. On one hand,Q8,,Left blank / originally empty
23,(I consider myself to be someone who speaks up in conversations,Q8,,Left blank / originally empty
24,(This represents a moderate response - I feel somewhat relaxed when conversing with new acquaintances,Q8,,Left blank / originally empty
26,( I'm a social person who makes friends easily,Q8,,Left blank / originally empty
27,29c51f6b-cb36-42f4-938b-c44a3856b956,Q8,,Left blank / originally empty
28,(I get anxious and nervous sometimes,Q8,,Left blank / originally empty
29,(I'm not entirely comfortable speaking up in group discussions,Q8,,Left blank / originally empty
1,(I experience communication apprehension),Q9,,Left blank / originally empty
2,(I consider myself somewhat calm and relaxed in conversations,Q9,,Left blank / originally empty
3,4fb7a95f-1515-48bd-b722-01cf585b20bc,Q9,,Left blank / originally empty
4,I like making friends and being around people,Q9,,Left blank / originally empty
5,7ceacc3f-3771-4d7f-bb23-2bd8f624c8ce,Q9,,Left blank / originally empty
6,(Note: I selected this option because while I am not typically hesitant to speak up in conversations,Q9,,Left blank / originally empty
7,(Note: I'll explain my reasoning below),Q9,,Left blank / originally empty
8,I chose option 68 because I'm someone who can be a bit reserved or introverted,Q9,,Left blank / originally empty
9,15dc14c0-2b01-4707-ab08-513113271c0d,Q9,,Left blank / originally empty
10,(I struggle a bit to make friends,Q9,,Left blank / originally empty
11,5fd4e1b1-5f11-4a98-8b1f-10e603939a5c,Q9,,Left blank / originally empty
12,(I often find myself struggling to contribute during group discussions due to shyness or feeling overwhelmed,Q9,,Left blank / originally empty
13,(I sometimes get nervous and tense when engaging in group discussions with new people),Q9,,Left blank / originally empty
14,(This response suggests that you are somewhat relaxed when conversing with new people,Q9,,Left blank / originally empty
15,(I'm not too comfortable speaking up in conversations,Q9,,Left blank / originally empty
16,5125daeb-6a49-4269-b67a-77b6b89269dd,Q9,,Left blank / originally empty
17,(Note: I chose this option because it reflects that participating in group discussions is not a significant aspect of my life,Q9,,Left blank / originally empty
18,31c4b532-8c2b-4b0b-8571-ed7bb11dcec8,Q9,,Left blank / originally empty
19,I struggle with communication apprehension and often find it difficult to contribute in group discussions,Q9,,Left blank / originally empty
20,6630f1a3-6b90-48db-8d24-3772a4e980f2,Q9,,Left blank / originally empty
21,( Engaging in a group discussion with new people makes me tense and nervous ),Q9,,Left blank / originally empty
22,This response reflects my mixed feelings about being nervous when speaking with new acquaintances. On one hand,Q9,,Left blank / originally empty
23,(I consider myself to be someone who speaks up in conversations,Q9,,Left blank / originally empty
24,(This represents a moderate response - I feel somewhat relaxed when conversing with new acquaintances,Q9,,Left blank / originally empty
26,( I'm a social person who makes friends easily,Q9,,Left blank / originally empty
27,29c51f6b-cb36-42f4-938b-c44a3856b956,Q9,,Left blank / originally empty
28,(I get anxious and nervous sometimes,Q9,,Left blank / originally empty
29,(I'm not entirely comfortable speaking up in group discussions,Q9,,Left blank / originally empty
0,c7992b8f-31ab-4beb-9a2a-d7b6a9c76bdf,Q10,,Left blank / originally empty
1,(I experience communication apprehension),Q10,,Left blank / originally empty
2,(I consider myself somewhat calm and relaxed in conversations,Q10,,Left blank / originally empty
3,4fb7a95f-1515-48bd-b722-01cf585b20bc,Q10,,Left blank / originally empty
4,I like making friends and being around people,Q10,,Left blank / originally empty
5,7ceacc3f-3771-4d7f-bb23-2bd8f624c8ce,Q10,,Left blank / originally empty
6,(Note: I selected this option because while I am not typically hesitant to speak up in conversations,Q10,,Left blank / originally empty
7,(Note: I'll explain my reasoning below),Q10,,Left blank / originally empty
8,I chose option 68 because I'm someone who can be a bit reserved or introverted,Q10,,Left blank / originally empty
9,15dc14c0-2b01-4707-ab08-513113271c0d,Q10,,Left blank / originally empty
10,(I struggle a bit to make friends,Q10,,Left blank / originally empty
11,5fd4e1b1-5f11-4a98-8b1f-10e603939a5c,Q10,,Left blank / originally empty
12,(I often find myself struggling to contribute during group discussions due to shyness or feeling overwhelmed,Q10,,Left blank / originally empty
13,(I sometimes get nervous and tense when engaging in group discussions with new people),Q10,,Left blank / originally empty
14,(This response suggests that you are somewhat relaxed when conversing with new people,Q10,,Left blank / originally empty
15,(I'm not too comfortable speaking up in conversations,Q10,,Left blank / originally empty
16,5125daeb-6a49-4269-b67a-77b6b89269dd,Q10,,Left blank / originally empty
17,(Note: I chose this option because it reflects that participating in group discussions is not a significant aspect of my life,Q10,,Left blank / originally empty
18,31c4b532-8c2b-4b0b-8571-ed7bb11dcec8,Q10,,Left blank / originally empty
19,I struggle with communication apprehension and often find it difficult to contribute in group discussions,Q10,,Left blank / originally empty
20,6630f1a3-6b90-48db-8d24-3772a4e980f2,Q10,,Left blank / originally empty
21,( Engaging in a group discussion with new people makes me tense and nervous ),Q10,,Left blank / originally empty
22,This response reflects my mixed feelings about being nervous when speaking with new acquaintances. On one hand,Q10,,Left blank / originally empty
23,(I consider myself to be someone who speaks up in conversations,Q10,,Left blank / originally empty
24,(This represents a moderate response - I feel somewhat relaxed when conversing with new acquaintances,Q10,,Left blank / originally empty
26,( I'm a social person who makes friends easily,Q10,,Left blank / originally empty
27,29c51f6b-cb36-42f4-938b-c44a3856b956,Q10,,Left blank / originally empty
28,(I get anxious and nervous sometimes,Q10,,Left blank / originally empty
29,(I'm not entirely comfortable speaking up in group discussions,Q10,,Left blank / originally empty
0,c7992b8f-31ab-4beb-9a2a-d7b6a9c76bdf,Q11,,Left blank / originally empty
1,(I experience communication apprehension),Q11,,Left blank / originally empty
2,(I consider myself somewhat calm and relaxed in conversations,Q11,,Left blank / originally empty
3,4fb7a95f-1515-48bd-b722-01cf585b20bc,Q11,,Left blank / originally empty
4,I like making friends and being around people,Q11,,Left blank / originally empty
5,7ceacc3f-3771-4d7f-bb23-2bd8f624c8ce,Q11,,Left blank / originally empty
6,(Note: I selected this option because while I am not typically hesitant to speak up in conversations,Q11,,Left blank / originally empty
7,(Note: I'll explain my reasoning below),Q11,,Left blank / originally empty
8,I chose option 68 because I'm someone who can be a bit reserved or introverted,Q11,,Left blank / originally empty
9,15dc14c0-2b01-4707-ab08-513113271c0d,Q11,,Left blank / originally empty
10,(I struggle a bit to make friends,Q11,,Left blank / originally empty
11,5fd4e1b1-5f11-4a98-8b1f-10e603939a5c,Q11,,Left blank / originally empty
12,(I often find myself struggling to contribute during group discussions due to shyness or feeling overwhelmed,Q11,,Left blank / originally empty
13,(I sometimes get nervous and tense when engaging in group discussions with new people),Q11,,Left blank / originally empty
14,(This response suggests that you are somewhat relaxed when conversing with new people,Q11,,Left blank / originally empty
15,(I'm not too comfortable speaking up in conversations,Q11,,Left blank / originally empty
16,5125daeb-6a49-4269-b67a-77b6b89269dd,Q11,,Left blank / originally empty
17,(Note: I chose this option because it reflects that participating in group discussions is not a significant aspect of my life,Q11,,Left blank / originally empty
18,31c4b532-8c2b-4b0b-8571-ed7bb11dcec8,Q11,,Left blank / originally empty
19,I struggle with communication apprehension and often find it difficult to contribute in group discussions,Q11,,Left blank / originally empty
20,6630f1a3-6b90-48db-8d24-3772a4e980f2,Q11,,Left blank / originally empty
21,( Engaging in a group discussion with new people makes me tense and nervous ),Q11,,Left blank / originally empty
22,This response reflects my mixed feelings about being nervous when speaking with new acquaintances. On one hand,Q11,,Left blank / originally empty
23,(I consider myself to be someone who speaks up in conversations,Q11,,Left blank / originally empty
24,(This represents a moderate response - I feel somewhat relaxed when conversing with new acquaintances,Q11,,Left blank / originally empty
26,( I'm a social person who makes friends easily,Q11,,Left blank / originally empty
27,29c51f6b-cb36-42f4-938b-c44a3856b956,Q11,,Left blank / originally empty
28,(I get anxious and nervous sometimes,Q11,,Left blank / originally empty
29,(I'm not entirely comfortable speaking up in group discussions,Q11,,Left blank / originally empty
0,c7992b8f-31ab-4beb-9a2a-d7b6a9c76bdf,Q12,,Left blank / originally empty
1,(I experience communication apprehension),Q12,,Left blank / originally empty
2,(I consider myself somewhat calm and relaxed in conversations,Q12,,Left blank / originally empty
3,4fb7a95f-1515-48bd-b722-01cf585b20bc,Q12,,Left blank / originally empty
4,I like making friends and being around people,Q12,,Left blank / originally empty
5,7ceacc3f-3771-4d7f-bb23-2bd8f624c8ce,Q12,,Left blank / originally empty
6,(Note: I selected this option because while I am not typically hesitant to speak up in conversations,Q12,,Left blank / originally empty
7,(Note: I'll explain my reasoning below),Q12,,Left blank / originally empty
8,I chose option 68 because I'm someone who can be a bit reserved or introverted,Q12,,Left blank / originally empty
9,15dc14c0-2b01-4707-ab08-513113271c0d,Q12,,Left blank / originally empty
10,(I struggle a bit to make friends,Q12,,Left blank / originally empty
11,5fd4e1b1-5f11-4a98-8b1f-10e603939a5c,Q12,,Left blank / originally empty
12,(I often find myself struggling to contribute during group discussions due to shyness or feeling overwhelmed,Q12,,Left blank / originally empty
13,(I sometimes get nervous and tense when engaging in group discussions with new people),Q12,,Left blank / originally empty
14,(This response suggests that you are somewhat relaxed when conversing with new people,Q12,,Left blank / originally empty
15,(I'm not too comfortable speaking up in conversations,Q12,,Left blank / originally empty
16,5125daeb-6a49-4269-b67a-77b6b89269dd,Q12,,Left blank / originally empty
17,(Note: I chose this option because it reflects that participating in group discussions is not a significant aspect of my life,Q12,,Left blank / originally empty
18,31c4b532-8c2b-4b0b-8571-ed7bb11dcec8,Q12,,Left blank / originally empty
19,I struggle with communication apprehension and often find it difficult to contribute in group discussions,Q12,,Left blank / originally empty
20,6630f1a3-6b90-48db-8d24-3772a4e980f2,Q12,,Left blank / originally empty
21,( Engaging in a group discussion with new people makes me tense and nervous ),Q12,,Left blank / originally empty
22,This response reflects my mixed feelings about being nervous when speaking with new acquaintances. On one hand,Q12,,Left blank / originally empty
23,(I consider myself to be someone who speaks up in conversations,Q12,,Left blank / originally empty
24,(This represents a moderate response - I feel somewhat relaxed when conversing with new acquaintances,Q12,,Left blank / originally empty
25,c4a48a06-4a8d-4975-a7e5-a7353569a6a2,Q12,,Left blank / originally empty
26,( I'm a social person who makes friends easily,Q12,,Left blank / originally empty
27,29c51f6b-cb36-42f4-938b-c44a3856b956,Q12,,Left blank / originally empty
28,(I get anxious and nervous sometimes,Q12,,Left blank / originally empty
29,(I'm not entirely comfortable speaking up in group discussions,Q12,,Left blank / originally empty
